STRUCTURE_NUMBER_008,MIN_VERT_CLR_010,APPR_WIDTH_MT_032,STRUCTURE_FLARED_035,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,HORR_CLR_MT_047,DECK_AREA,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,MIN_NAV_CLR_MT_116,DEGREES_SKEW_034
000000000004521,3.66,3.4,0,0.0,0.0,0.0,0.0,3.7,3.7,3.66,N,0.0,N,0.0,0.0,3.7,100.27,25.6,27.1,0.0,0
000000000004522,2.29,4.9,0,0.0,0.0,0.2,0.2,3.1,3.7,2.29,N,0.0,N,0.0,0.0,3.1,83.62,22.6,22.6,0.0,0
000000000004523,99.99,5.8,0,0.0,0.0,0.2,0.2,7.9,9.0,99.99,N,0.0,N,0.0,0.0,7.9,99.0,10.7,11.0,0.0,15
000000000004524,99.99,6.1,0,0.0,0.0,0.4,0.4,9.1,10.8,99.99,N,0.0,N,0.0,0.0,9.1,118.8,8.8,11.0,0.0,48
000000000004525,99.99,3.7,0,0.0,0.0,0.0,0.0,4.9,5.2,99.99,N,0.0,N,0.0,0.0,4.9,41.08,7.6,7.9,0.0,10
000000000004526,99.99,4.6,0,0.0,0.0,0.0,0.0,5.5,5.8,99.99,N,0.0,N,0.0,0.0,5.5,51.04,8.2,8.8,0.0,22
000000000004529,99.99,4.9,0,0.0,0.0,0.2,0.2,7.6,8.6,99.99,N,0.0,N,0.0,0.0,7.6,110.08,12.2,12.8,0.0,30
000000000004531,3.56,3.0,0,0.0,0.0,0.2,0.2,3.2,3.7,3.56,N,0.0,N,0.0,0.0,3.2,96.94,25.3,26.2,0.0,0
000000000004532,99.99,6.7,0,0.0,0.0,0.5,0.5,6.7,8.4,99.99,N,0.0,N,0.0,0.0,6.7,73.92,4.0,8.8,0.0,20
000000000004533,99.99,2.7,0,0.0,0.0,0.1,0.1,4.1,4.3,99.99,N,0.0,N,0.0,0.0,4.1,39.13,7.9,9.1,0.0,0
000000000004534,99.99,6.4,0,0.0,0.0,0.2,0.2,7.6,8.6,99.99,N,0.0,N,0.0,0.0,7.6,277.78,15.5,32.3,0.0,6
000000000004536,99.99,4.6,0,0.0,0.0,0.1,0.1,6.0,6.6,99.99,N,0.0,N,0.0,0.0,6.0,46.2,6.7,7.0,0.0,0
000000000004537,99.99,4.9,0,0.0,0.0,0.2,0.2,5.9,6.6,99.99,N,0.0,N,0.0,0.0,5.9,92.4,6.4,14.0,0.0,45
000000000004538,99.99,4.9,0,0.0,0.0,0.2,0.2,6.0,6.6,99.99,N,0.0,N,0.0,0.0,6.0,92.4,6.7,14.0,0.0,30
000000000004539,99.99,4.3,0,0.0,0.0,0.2,0.2,6.0,6.6,99.99,N,0.0,N,0.0,0.0,6.0,46.2,6.4,7.0,0.0,15
000000000004540,99.99,4.3,0,0.0,0.0,0.0,0.0,6.2,6.3,99.99,N,0.0,N,0.0,0.0,6.2,63.63,9.4,10.1,0.0,25
000000000004541,99.99,3.4,0,0.0,0.0,0.0,0.0,4.8,4.9,99.99,N,0.0,N,0.0,0.0,4.8,68.6,13.7,14.0,0.0,5
000000000004542,3.4,3.4,0,0.0,0.0,0.1,0.1,3.3,3.7,3.4,N,0.0,N,0.0,0.0,3.3,96.94,24.4,26.2,0.0,0
000000000004544,99.99,4.9,0,0.0,0.0,0.0,0.0,6.2,6.7,99.99,N,0.0,N,0.0,0.0,6.2,192.29,13.4,28.7,0.0,41
000000000004545,99.99,4.3,0,0.0,0.0,0.0,0.0,4.3,4.3,99.99,N,0.0,N,0.0,0.0,4.3,47.3,9.4,11.0,0.0,7
000000000004546,99.99,5.8,0,0.0,0.0,0.2,0.2,8.0,9.1,99.99,N,0.0,N,0.0,0.0,8.0,121.94,13.1,13.4,0.0,15
000000000004547,99.99,4.3,0,0.0,0.0,0.0,0.0,4.3,4.5,99.99,N,0.0,N,0.0,0.0,4.3,34.2,7.0,7.6,0.0,20
000000000004548,99.99,4.3,0,0.0,0.0,0.0,0.0,4.8,5.3,99.99,N,0.0,N,0.0,0.0,4.8,40.28,7.0,7.6,0.0,0
000000000004551,99.99,3.7,0,0.0,0.0,0.0,0.0,4.7,4.9,99.99,N,0.0,N,0.0,0.0,4.7,64.19,12.5,13.1,0.0,0
000000000004553,99.99,6.7,0,0.0,0.0,1.2,1.5,6.9,9.8,99.99,N,0.0,N,0.0,0.0,6.9,77.42,7.0,7.9,0.0,23
000000000004554,99.99,8.5,0,0.0,0.0,1.5,0.2,8.5,9.7,99.99,N,0.0,N,0.0,0.0,8.5,301.67,29.0,31.1,0.0,4
000000000004555,99.99,4.9,0,0.0,0.0,1.2,0.2,6.1,8.2,99.99,N,0.0,N,0.0,0.0,6.1,132.84,15.5,16.2,0.0,0
000000000004557,99.99,5.2,0,0.0,0.0,0.0,1.5,5.5,7.9,99.99,H,7.21,H,1.7,99.9,5.5,226.73,11.3,28.7,0.0,0
000000000004558,99.99,8.5,0,0.0,0.0,1.7,1.7,5.8,10.0,99.99,N,0.0,N,0.0,0.0,5.8,619.0,12.2,61.9,0.0,0
000000000004559,99.99,8.5,0,0.0,0.0,1.7,1.7,5.8,10.1,99.99,N,0.0,N,0.0,0.0,5.8,625.19,12.2,61.9,0.0,0
000000000004563,99.99,22.6,0,0.0,0.0,0.1,0.1,21.1,23.2,99.99,H,5.11,H,6.7,8.7,10.5,1823.52,25.6,78.6,0.0,0
000000000004564,99.99,9.8,0,0.0,0.0,0.2,0.2,9.5,10.7,99.99,H,4.62,H,7.6,0.0,9.5,391.62,35.1,36.6,0.0,5
000000000004566,99.99,9.4,0,0.0,0.0,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,12.2,216.15,16.2,16.5,0.0,0
000000000004573,99.99,7.9,0,0.0,0.0,0.0,0.0,7.1,7.6,99.99,N,0.0,N,0.0,0.0,7.1,83.6,10.1,11.0,0.0,30
000000000004584,99.99,12.8,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,12.8,179.2,14.0,14.0,0.0,30
000000000004588,99.99,14.0,0,0.0,0.0,0.0,0.0,15.2,15.8,99.99,N,0.0,N,0.0,0.0,15.2,159.58,9.1,10.1,0.0,0
000000000004590,99.99,23.8,0,0.0,0.0,0.9,0.9,22.6,26.4,99.99,H,4.41,H,99.9,99.9,11.3,1190.64,23.8,45.1,0.0,25
000000000004594,99.99,20.7,0,0.0,0.0,0.5,0.5,20.7,22.4,99.99,N,0.0,N,0.0,0.0,9.8,369.6,15.2,16.5,0.0,16
000000000004595,99.99,20.7,0,0.0,0.0,0.2,0.2,18.3,20.0,99.99,N,0.0,N,0.0,0.0,18.3,2652.0,27.4,132.6,0.0,30
000000000004597,99.99,20.7,0,0.0,0.0,0.0,0.0,20.7,21.8,99.99,N,0.0,N,0.0,0.0,9.8,165.68,7.0,7.6,0.0,30
000000000004599,99.99,20.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,9.8,240.12,9.1,11.6,0.0,30
000000000004601,99.99,20.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,20.7,132.48,6.4,6.4,0.0,30
000000000004602,99.99,20.7,1,0.0,0.0,0.0,0.0,20.7,21.9,99.99,R,7.13,R,0.0,0.0,20.7,768.69,34.1,35.1,0.0,58
000000000004603,99.99,20.7,0,0.0,0.0,0.0,0.0,20.7,21.8,99.99,N,0.0,N,0.0,0.0,20.7,165.68,7.0,7.6,0.0,15
000000000004604,99.99,28.0,0,0.0,0.0,0.0,0.0,28.0,29.1,99.99,N,0.0,N,0.0,0.0,28.0,256.08,8.5,8.8,0.0,15
000000000004605,99.99,20.4,0,0.0,0.0,0.5,0.5,18.3,20.3,99.99,R,7.11,H,99.9,0.0,8.5,5407.92,47.9,266.4,0.0,0
000000000004607,99.99,23.2,0,0.0,0.0,0.0,0.0,20.7,21.9,99.99,H,4.57,H,99.9,99.9,10.4,1068.72,23.8,48.8,0.0,15
000000000004609,99.99,18.9,0,0.0,0.0,0.0,0.0,20.7,22.1,99.99,N,0.0,N,0.0,0.0,9.8,700.57,30.8,31.7,0.0,45
000000000004610,99.99,6.7,0,0.0,0.0,1.5,1.5,6.6,10.2,99.99,N,0.0,N,0.0,0.0,6.7,1691.16,22.3,165.8,0.0,0
000000000004611,99.99,7.3,0,0.0,0.0,0.0,1.5,7.4,9.8,99.99,R,6.68,R,0.0,0.0,7.4,128.38,12.2,13.1,0.0,30
000000000004612,99.99,7.9,0,0.0,0.0,0.0,0.0,12.0,13.1,99.99,N,0.0,N,0.0,0.0,12.0,319.64,11.3,24.4,0.0,30
000000000004619,99.99,11.6,0,0.0,0.0,0.0,0.0,11.8,12.7,99.99,N,0.0,N,0.0,0.0,11.8,147.32,11.6,11.6,0.0,30
000000000004620,99.99,7.9,0,0.0,0.0,0.3,0.3,9.9,10.5,99.99,N,0.0,N,0.0,0.0,9.9,211.05,18.9,20.1,0.0,45
000000000004621,99.99,9.8,0,0.0,0.0,0.0,0.0,9.8,10.5,99.99,N,0.0,N,0.0,0.0,9.8,211.05,18.6,20.1,0.0,0
000000000004623,99.99,12.2,0,0.0,0.0,0.0,0.0,12.7,13.5,99.99,N,0.0,N,0.0,0.0,12.7,94.5,6.1,7.0,0.0,45
000000000004625,99.99,11.9,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,11.9,76.16,6.4,6.4,0.0,30
000000000004626,99.99,28.0,0,0.0,0.0,0.0,0.0,27.9,29.7,99.99,N,0.0,N,0.0,0.0,14.0,308.88,10.4,10.4,0.0,0
000000000004627,99.99,46.3,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,30.4,564.86,6.1,12.2,0.0,0
000000000004630,99.99,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,13.9,179.2,6.4,6.4,0.0,0
000000000004634,99.99,35.7,0,0.0,0.0,0.0,0.0,35.8,36.8,99.99,N,0.0,N,0.0,0.0,18.4,301.76,7.6,8.2,0.0,0
000000000004646,99.99,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,13.9,204.4,7.3,7.3,0.0,0
000000000004648,99.99,25.9,0,0.0,0.0,0.0,0.0,24.9,26.8,99.99,H,4.16,H,99.9,0.0,12.4,235.84,8.2,8.8,0.0,9
000000000004650,99.99,5.5,0,0.0,0.0,0.0,0.0,8.5,10.2,99.99,H,5.06,H,99.9,99.9,8.5,488.58,27.4,47.9,0.0,0
000000000004651,99.99,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,13.8,170.8,6.1,6.1,0.0,15
000000000004652,99.99,27.4,0,0.0,0.0,0.0,0.0,25.8,27.9,99.99,H,4.42,H,99.9,0.0,13.0,323.64,11.0,11.6,0.0,30
000000000004653,99.99,27.4,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,13.1,175.36,6.4,6.4,0.0,30
000000000004655,99.99,28.0,0,0.0,0.0,0.0,0.0,25.9,27.9,99.99,H,4.27,H,99.9,0.0,13.0,290.16,9.4,10.4,0.0,0
000000000004657,99.99,28.0,0,0.0,0.0,0.0,0.0,25.9,27.9,99.99,H,4.37,H,0.5,0.0,13.0,281.79,9.8,10.1,0.0,8
000000000004661,99.99,20.7,0,0.0,0.0,0.0,0.0,17.4,20.9,99.99,R,8.78,H,99.9,0.0,8.7,11478.28,48.2,549.2,0.0,0
000000000004672,99.99,27.1,0,0.0,0.0,0.0,0.0,24.5,26.8,99.99,H,4.37,H,99.9,0.0,12.2,243.88,8.5,9.1,0.0,15
000000000004673,99.99,27.1,0,0.0,0.0,0.0,0.0,24.5,26.8,99.99,H,4.27,H,99.9,0.0,12.2,318.92,11.3,11.9,0.0,43
000000000004675,99.99,25.6,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,13.3,186.88,7.3,7.3,0.0,45
000000000004676,99.99,25.6,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,13.3,179.2,7.0,7.0,0.0,45
000000000004677,99.99,25.6,0,0.0,0.0,0.0,0.0,19.2,21.2,99.99,H,5.18,H,2.7,0.0,9.6,4309.96,33.5,203.3,0.0,27
000000000004678,99.99,24.4,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,11.7,290.36,11.3,11.9,0.0,15
000000000004683,99.99,25.6,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,H,4.5,H,99.9,0.0,11.8,250.88,9.4,9.8,0.0,17
000000000004685,99.99,24.4,0,0.0,0.0,0.0,0.0,24.4,26.4,99.99,H,4.3,H,99.9,0.0,12.2,1536.48,23.8,58.2,0.0,60
000000000004686,99.99,25.6,0,0.0,0.0,0.0,0.0,25.0,26.9,99.99,H,4.27,H,99.9,0.0,12.6,468.06,16.2,17.4,0.0,56
000000000004687,99.99,25.6,0,0.0,0.0,0.0,0.0,25.2,26.9,99.99,H,4.45,H,99.9,0.0,12.6,271.69,9.4,10.1,0.0,15
000000000004688,99.99,25.6,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,12.6,217.6,8.5,8.5,0.0,15
000000000004689,99.99,25.6,0,0.0,0.0,0.0,0.0,25.2,26.9,99.99,H,4.69,H,99.9,0.0,12.6,295.9,10.4,11.0,0.0,30
000000000004691,99.99,9.1,0,0.0,0.0,1.9,1.9,9.1,13.6,99.99,N,0.0,N,0.0,0.0,9.1,422.96,30.5,31.1,0.0,32
000000000004698,99.99,12.2,0,0.0,0.0,0.5,0.5,12.2,13.3,99.99,N,0.0,N,0.0,0.0,12.2,429.59,15.5,32.3,0.0,0
000000000004699,99.99,9.8,0,0.0,0.0,0.0,0.0,9.8,10.9,99.99,N,0.0,N,0.0,0.0,9.8,136.25,6.1,12.5,0.0,0
000000000004700,99.99,9.8,0,0.0,0.0,0.0,0.0,9.8,10.9,99.99,N,0.0,N,0.0,0.0,9.8,69.76,6.4,6.4,0.0,0
000000000004702,99.99,25.6,0,0.0,0.0,0.5,0.5,25.6,27.3,99.99,H,4.39,H,99.9,0.0,25.6,966.42,15.2,35.4,0.0,34
000000000004703,99.99,11.6,0,0.0,0.0,0.0,0.0,16.3,16.3,99.99,N,0.0,N,0.0,0.0,11.6,114.1,6.4,7.0,0.0,0
000000000004704,99.99,11.6,0,0.0,0.0,0.0,0.0,11.8,12.4,99.99,N,0.0,N,0.0,0.0,11.6,200.88,15.5,16.2,0.0,0
000000000004708,99.99,11.3,0,0.0,0.0,0.0,0.0,11.4,12.5,99.99,N,0.0,N,0.0,0.0,11.4,122.5,9.1,9.8,0.0,30
000000000004709,99.99,11.3,0,0.0,0.0,0.2,0.2,11.4,12.5,99.99,N,0.0,N,0.0,0.0,11.4,178.75,14.0,14.3,0.0,30
000000000004710,99.99,8.5,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,N,0.0,N,0.0,0.0,8.5,223.38,21.3,21.9,0.0,15
000000000004721,99.99,8.5,0,0.0,0.0,0.0,0.0,9.8,10.4,99.99,N,0.0,N,0.0,0.0,9.8,145.6,6.4,14.0,0.0,15
000000000004722,99.99,8.5,0,0.0,0.0,0.0,0.0,9.2,9.8,99.99,N,0.0,N,0.0,0.0,9.2,131.32,12.5,13.4,0.0,30
000000000004723,99.99,20.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,10.4,132.48,6.4,6.4,0.0,15
000000000004724,99.99,14.0,0,0.0,0.0,0.0,0.0,13.4,15.1,99.99,H,5.19,H,99.9,99.9,13.4,1159.68,37.2,76.8,0.0,35
000000000004725,99.99,13.7,0,0.0,0.0,0.0,0.0,13.4,15.1,99.99,H,5.09,H,99.9,99.9,13.4,1168.74,37.5,77.4,0.0,35
000000000004726,99.99,12.2,0,0.0,0.0,0.5,0.0,12.2,13.9,99.99,H,5.73,H,99.9,0.0,12.2,144.56,9.8,10.4,0.0,12
000000000004727,99.99,12.2,0,0.0,0.0,0.0,0.5,12.2,13.9,99.99,H,4.3,H,99.9,0.0,12.2,144.56,9.8,10.4,0.0,12
000000000004728,99.99,11.0,0,0.0,0.0,0.0,0.0,9.8,10.8,99.99,H,6.07,H,99.9,0.0,9.8,832.68,22.3,77.1,0.0,30
000000000004729,99.99,11.0,0,0.0,0.0,0.0,0.0,9.8,10.8,99.99,H,4.42,H,99.9,0.0,9.8,668.52,22.3,61.9,0.0,30
000000000004731,99.99,13.1,0,0.0,0.0,0.0,0.0,13.1,14.2,99.99,H,5.64,H,99.9,0.0,13.1,553.8,15.2,39.0,0.0,33
000000000004733,99.99,13.1,0,0.0,0.0,0.0,0.0,13.1,13.9,99.99,H,4.42,H,99.9,0.0,13.1,571.29,15.2,41.1,0.0,33
000000000004735,99.99,12.2,0,0.0,0.0,0.0,0.0,12.2,13.9,99.99,H,4.66,H,99.9,0.0,12.2,521.25,14.9,37.5,0.0,30
000000000004737,99.99,12.2,0,0.0,0.0,0.0,0.0,12.2,13.9,99.99,H,4.24,H,99.9,0.0,12.2,521.25,14.9,37.5,0.0,30
000000000004740,99.99,15.8,0,0.0,0.0,0.0,0.0,14.8,17.2,99.99,H,4.79,H,99.9,99.9,7.4,388.72,21.9,22.6,0.0,14
000000000004741,99.99,9.1,0,0.0,0.0,3.0,3.0,9.1,16.2,99.99,R,5.71,R,0.0,0.0,9.1,385.56,8.8,23.8,0.0,15
000000000004742,99.99,14.6,0,0.0,0.0,2.1,2.9,14.6,21.3,99.99,H,4.48,H,0.2,0.0,14.6,5687.1,32.3,267.0,0.0,0
000000000004743,99.99,14.6,0,0.0,0.0,3.1,3.1,14.6,21.6,99.99,R,6.59,R,0.0,0.0,14.6,572.4,10.4,26.5,0.0,15
000000000004744,99.99,14.6,0,0.0,0.0,2.4,2.4,14.6,20.3,99.99,H,4.24,H,99.9,99.9,14.6,470.96,21.3,23.2,0.0,0
000000000004747,99.99,10.7,0,0.0,0.0,0.0,0.0,10.4,11.0,99.99,N,0.0,N,0.0,0.0,10.4,147.4,12.8,13.4,0.0,0
000000000004748,99.99,17.4,0,0.0,0.0,0.0,0.0,14.6,15.7,99.99,N,0.0,N,0.0,0.0,14.6,1062.89,22.6,67.7,0.0,16
000000000004749,99.99,16.8,0,0.0,0.0,0.0,0.0,14.6,15.7,99.99,N,0.0,N,0.0,0.0,14.6,808.55,16.8,51.5,0.0,24
000000000004755,99.99,11.6,0,0.0,0.0,0.0,0.0,11.6,12.2,99.99,N,0.0,N,0.0,0.0,11.6,245.22,19.2,20.1,0.0,45
000000000004756,99.99,11.6,0,0.0,0.0,0.0,0.0,11.6,12.2,99.99,N,0.0,N,0.0,0.0,11.6,208.62,16.8,17.1,0.0,30
000000000004759,99.99,7.6,0,0.0,0.0,0.0,0.0,7.1,7.6,99.99,N,0.0,N,0.0,0.0,7.1,81.32,10.1,10.7,0.0,45
000000000004760,99.99,7.9,0,0.0,0.0,0.0,0.0,7.1,7.6,99.99,N,0.0,N,0.0,0.0,7.1,57.76,7.0,7.6,0.0,30
000000000004768,99.99,24.1,1,0.0,0.0,1.5,1.5,24.4,28.4,99.99,N,0.0,N,0.0,0.0,24.4,440.2,14.9,15.5,0.0,15
000000000004770,99.99,11.6,0,0.0,0.0,0.0,0.0,10.7,12.3,99.99,H,4.42,H,99.9,0.0,10.7,543.66,20.7,44.2,0.0,15
000000000004773,99.99,11.6,0,0.0,0.0,0.0,0.0,10.7,12.3,99.99,H,5.03,H,99.9,0.0,10.7,337.02,25.3,27.4,0.0,30
000000000004775,99.99,20.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,10.1,227.7,11.0,11.0,0.0,0
000000000004776,99.99,18.9,0,0.0,0.0,0.5,0.5,17.6,20.0,99.99,N,0.0,N,0.0,0.0,8.9,4590.0,36.6,229.5,0.0,0
000000000004777,99.99,31.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,10.4,202.88,6.4,6.4,0.0,0
000000000004781,99.99,20.1,0,0.0,0.0,1.5,1.5,16.2,20.7,99.99,H,4.42,H,99.9,99.9,8.1,2510.91,51.8,121.3,0.0,0
000000000004782,99.99,19.5,0,0.0,0.0,0.2,0.2,17.7,18.9,99.99,H,4.15,H,99.9,0.0,8.4,4492.53,71.3,237.7,0.0,30
000000000004784,99.99,21.9,0,0.0,0.0,0.2,0.2,24.4,26.1,99.99,H,4.42,H,0.0,0.0,11.0,1623.42,17.4,62.2,0.0,26
000000000004785,99.99,21.9,0,0.0,0.0,0.2,0.2,20.7,23.6,99.99,H,4.36,H,99.9,99.9,11.0,684.4,26.8,29.0,0.0,21
000000000004787,99.99,30.5,0,0.0,0.0,0.2,0.2,29.3,30.5,99.99,H,4.47,H,5.9,0.3,14.0,2055.7,41.1,67.4,0.0,24
000000000004792,99.99,15.2,0,0.0,0.0,0.0,1.5,14.9,17.3,99.99,N,0.0,N,0.0,0.0,14.9,190.3,10.4,11.0,0.0,0
000000000004796,99.99,12.8,0,0.0,0.0,0.2,0.2,12.6,13.7,99.99,N,0.0,N,0.0,0.0,12.6,554.85,13.4,40.5,0.0,45
000000000004797,99.99,15.2,0,0.0,0.0,0.0,0.0,15.3,16.0,99.99,N,0.0,N,0.0,0.0,15.3,195.2,11.6,12.2,0.0,30
000000000004799,99.99,12.2,0,0.0,0.0,0.0,0.0,11.9,13.2,99.99,H,4.85,H,99.9,99.9,11.9,671.88,24.4,50.9,0.0,18
000000000004800,99.99,12.2,0,0.0,0.0,0.0,0.0,11.9,13.2,99.99,H,4.42,H,99.9,99.9,11.9,652.08,24.1,49.4,0.0,17
000000000004801,99.99,12.2,0,0.0,0.0,0.0,0.0,12.2,13.4,99.99,H,4.52,H,99.9,0.0,12.2,576.2,28.0,43.0,0.0,26
000000000004802,99.99,12.2,0,0.0,0.0,0.0,0.0,12.2,13.4,99.99,H,4.44,H,99.9,0.0,12.2,576.2,28.0,43.0,0.0,26
000000000004803,99.99,12.2,0,0.0,0.0,0.0,0.0,12.2,13.4,99.99,H,4.42,H,99.9,0.0,12.2,645.88,30.5,48.2,0.0,32
000000000004804,99.99,12.2,0,0.0,0.0,0.0,0.0,12.2,13.4,99.99,H,4.36,H,99.9,0.0,12.2,645.88,30.5,48.2,0.0,32
000000000004805,99.99,12.2,0,0.0,0.0,0.0,0.0,11.9,13.2,99.99,N,0.0,N,0.0,0.0,11.9,997.92,24.4,75.6,0.0,15
000000000004806,99.99,12.2,0,0.0,0.0,0.0,0.0,15.8,17.1,99.99,H,4.44,H,99.9,99.9,15.8,984.96,35.1,57.6,0.0,22
000000000004807,99.99,12.2,0,0.0,0.0,0.0,0.0,11.9,13.2,99.99,N,0.0,N,0.0,0.0,11.9,997.92,24.4,75.6,0.0,15
000000000004808,99.99,12.2,1,0.0,0.0,0.0,0.0,14.4,15.6,99.99,H,4.6,H,99.9,99.9,15.8,903.24,35.1,57.9,0.0,19
000000000004809,99.99,12.8,0,0.0,0.0,1.5,1.5,9.8,13.6,99.99,H,4.72,H,99.9,99.9,9.8,1007.76,36.6,74.1,0.0,2
000000000004810,99.99,12.2,0,0.0,0.0,0.0,0.0,11.9,13.2,99.99,H,5.31,H,99.9,99.9,11.9,933.24,32.9,70.7,0.0,45
000000000004811,99.99,12.2,0,0.0,0.0,0.0,0.0,11.9,13.2,99.99,H,4.45,H,99.9,99.9,11.9,889.68,32.6,67.4,0.0,42
000000000004814,99.99,7.9,0,0.0,0.0,0.0,0.0,7.1,7.6,99.99,N,0.0,N,0.0,0.0,7.1,463.6,13.7,61.0,0.0,45
000000000004815,99.99,7.9,0,0.0,0.0,0.0,0.0,7.0,7.6,99.99,N,0.0,N,0.0,0.0,7.0,81.32,10.1,10.7,0.0,45
000000000004819,99.99,8.5,0,0.0,0.0,0.0,0.0,7.1,7.6,99.99,N,0.0,N,0.0,0.0,7.1,99.56,12.5,13.1,0.0,0
000000000004820,99.99,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,11.9,78.08,6.4,6.4,0.0,30
000000000004824,99.99,16.2,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,16.0,173.34,10.7,10.7,0.0,55
000000000004827,99.99,15.8,0,0.0,0.0,0.0,0.0,15.8,16.9,99.99,N,0.0,N,0.0,0.0,15.8,1566.63,24.7,92.7,0.0,45
000000000004828,99.99,20.7,0,0.0,0.0,0.0,0.0,20.7,21.8,99.99,N,0.0,N,0.0,0.0,9.8,272.5,12.2,12.5,0.0,45
000000000004829,99.99,15.8,0,0.0,0.0,1.5,1.5,15.8,19.5,99.99,N,0.0,N,0.0,0.0,15.8,196.95,9.8,10.1,0.0,45
000000000004831,99.99,15.8,0,0.0,0.0,0.0,0.0,15.8,16.9,99.99,N,0.0,N,0.0,0.0,15.8,148.72,8.5,8.8,0.0,45
000000000004832,99.99,15.8,0,0.0,0.0,0.0,0.0,15.8,16.9,99.99,N,0.0,N,0.0,0.0,15.8,128.44,7.0,7.6,0.0,15
000000000004833,99.99,15.8,0,0.0,0.0,0.0,0.0,15.8,16.9,99.99,N,0.0,N,0.0,0.0,15.8,211.25,12.2,12.5,0.0,45
000000000004834,99.99,16.5,0,0.0,0.0,1.5,0.0,16.3,18.4,99.99,N,0.0,N,0.0,0.0,16.3,230.0,12.2,12.5,0.0,0
000000000004839,99.99,17.7,0,0.0,0.0,1.5,0.0,17.1,18.9,99.99,H,5.72,H,5.2,2.1,9.0,1825.74,50.3,96.6,0.0,66
000000000004842,99.99,30.5,1,0.0,0.0,0.0,0.0,28.8,30.6,99.99,H,6.13,H,1.9,2.7,13.7,4850.1,59.7,158.5,0.0,60
000000000004846,99.99,33.5,1,0.0,0.0,0.0,0.0,40.2,44.0,99.99,H,4.58,H,1.7,0.3,20.8,1795.2,40.2,40.8,0.0,33
000000000004850,99.99,39.6,0,0.0,0.0,0.0,0.0,37.8,39.6,99.99,H,4.66,H,2.7,0.0,19.1,1267.2,30.5,32.0,0.0,7
000000000004851,99.99,20.7,0,0.0,0.0,0.0,0.0,20.0,21.8,99.99,H,5.94,H,1.3,1.5,10.0,856.74,14.0,39.3,0.0,26
000000000004852,99.99,20.7,0,0.0,0.0,0.5,0.5,17.7,20.0,99.99,N,0.0,N,0.0,0.0,8.8,4268.0,44.8,213.4,0.0,21
000000000004853,99.99,20.7,0,0.0,0.0,0.0,0.0,19.9,21.8,99.99,R,6.83,R,0.0,0.0,10.0,1103.08,17.4,50.6,0.0,21
000000000004854,99.99,18.9,0,0.0,0.0,0.5,0.5,17.7,20.0,99.99,N,0.0,N,0.0,0.0,8.8,3878.0,50.3,193.9,0.0,0
000000000004857,99.99,21.9,0,0.0,0.0,0.0,0.0,20.7,23.0,99.99,N,0.0,N,0.0,0.0,11.9,4066.4,46.6,176.8,0.0,27
000000000004858,99.99,20.7,0,0.0,0.0,0.2,0.2,19.9,21.8,99.99,R,6.8,R,0.0,0.0,10.0,1070.38,17.7,49.1,0.0,45
000000000004859,99.99,20.7,0,0.0,0.0,0.0,0.0,19.9,21.8,99.99,H,4.48,H,99.9,0.0,10.0,204.92,8.5,9.4,0.0,10
