STRUCTURE_NUMBER_008,MIN_VERT_CLR_010,APPR_WIDTH_MT_032,STRUCTURE_FLARED_035,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,HORR_CLR_MT_047,DECK_AREA,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,MIN_NAV_CLR_MT_116,DEGREES_SKEW_034
000000000000456,99.99,6.1,0,0.0,0.0,0.2,0.2,9.1,10.2,99.99,N,0.0,N,0.0,0.0,9.1,115.26,11.0,11.3,0.0,15
000000000000458,99.99,6.7,0,0.0,0.0,0.0,0.0,4.1,5.3,99.99,N,0.0,N,0.0,0.0,4.0,98.58,5.5,18.6,0.0,0
000000000000459,99.99,5.5,0,0.0,0.0,0.0,0.0,6.8,7.9,99.99,N,0.0,N,0.0,0.0,6.8,55.3,3.0,7.0,0.0,0
000000000000460,99.99,5.5,0,0.0,0.0,0.0,0.2,6.9,7.8,99.99,N,0.0,N,0.0,0.0,6.9,56.94,3.0,7.3,0.0,0
000000000000461,99.99,5.8,0,0.0,0.0,0.2,0.2,6.8,8.0,99.99,N,0.0,N,0.0,0.0,6.8,248.8,15.2,31.1,0.0,0
000000000000462,99.99,5.5,0,0.0,0.0,0.2,0.2,9.1,10.2,99.99,N,0.0,N,0.0,0.0,9.1,103.02,9.8,10.1,0.0,0
000000000000463,99.99,5.8,0,0.0,0.0,0.3,0.3,6.1,7.6,99.99,N,0.0,N,0.0,0.0,6.1,243.2,15.5,32.0,0.0,0
000000000000464,99.99,7.3,0,0.0,0.0,0.2,0.2,7.3,8.3,99.99,N,0.0,N,0.0,0.0,7.3,68.06,7.6,8.2,0.0,60
000000000000465,99.99,7.0,0,0.0,0.0,0.2,0.2,6.8,7.5,99.99,N,0.0,N,0.0,0.0,6.8,70.5,8.5,9.4,0.0,0
000000000000466,99.99,6.7,0,0.0,0.0,0.2,0.2,8.5,9.8,99.99,N,0.0,N,0.0,0.0,8.5,148.96,7.3,15.2,0.0,30
000000000000467,99.99,5.5,0,0.0,0.0,0.4,0.4,8.5,10.1,99.99,N,0.0,N,0.0,0.0,8.5,175.74,17.1,17.4,0.0,0
000000000000468,99.99,6.1,0,0.0,0.0,0.4,0.4,8.5,10.1,99.99,N,0.0,N,0.0,0.0,8.5,163.62,15.8,16.2,0.0,0
000000000000473,99.99,5.2,0,0.0,0.0,0.1,0.1,3.9,5.1,99.99,N,0.0,N,0.0,0.0,3.9,46.41,9.1,9.1,0.0,0
000000000000474,99.99,7.6,0,0.0,0.0,1.9,1.8,7.7,12.0,99.99,R,5.61,R,0.0,0.0,7.7,91.2,6.7,7.6,0.0,38
000000000000475,99.99,6.1,0,0.0,0.0,0.2,0.2,6.1,6.7,99.99,N,0.0,N,0.0,0.0,6.1,65.66,9.4,9.8,0.0,15
000000000000478,99.99,9.1,0,0.0,0.0,0.2,0.2,8.9,10.2,99.99,N,0.0,N,0.0,0.0,8.9,71.4,6.4,7.0,0.0,15
000000000000488,5.77,15.2,1,164.0,121.4,1.4,1.4,15.2,16.3,5.77,R,6.71,H,8.2,0.0,7.5,10462.97,121.9,641.9,0.0,99
000000000000491,4.6,5.8,1,0.0,0.0,0.2,0.2,6.0,7.1,4.6,H,5.23,H,2.0,1.5,6.0,1670.63,26.8,235.3,0.0,99
000000000000492,4.44,6.4,1,0.0,0.0,0.2,0.2,6.4,7.5,4.44,H,4.6,H,0.6,0.0,6.7,1596.0,25.9,212.8,0.0,99
000000000000495,99.99,15.2,0,0.0,0.0,1.6,1.3,15.3,18.9,99.99,N,0.0,N,0.0,0.0,15.3,638.82,21.0,33.8,0.0,45
000000000000496,99.99,17.4,0,0.0,0.0,1.2,1.2,17.5,20.1,99.99,N,0.0,N,0.0,0.0,17.1,410.04,20.4,20.4,0.0,5
000000000000497,99.99,13.4,0,0.0,0.0,1.1,1.2,13.4,16.5,99.99,N,0.0,N,0.0,0.0,13.4,316.8,19.2,19.2,0.0,30
000000000000498,99.99,14.6,0,0.0,0.0,0.8,1.0,14.6,17.3,99.99,N,0.0,N,0.0,0.0,14.7,316.59,17.1,18.3,0.0,30
000000000000499,99.99,18.3,0,0.0,0.0,0.2,0.9,18.4,20.7,99.99,N,0.0,N,0.0,0.0,18.4,360.18,16.8,17.4,0.0,30
000000000000501,99.99,14.6,0,0.0,0.0,1.5,1.5,14.6,18.6,99.99,N,0.0,N,0.0,0.0,14.6,515.22,25.6,27.7,0.0,38
000000000000502,99.99,14.3,0,0.0,0.0,2.8,1.3,18.3,19.3,99.99,N,0.0,N,0.0,0.0,14.3,270.2,13.7,14.0,0.0,45
000000000000506,99.99,14.6,0,0.0,0.0,0.2,0.2,14.6,15.7,99.99,H,4.52,H,2.4,2.4,14.6,238.64,14.6,15.2,0.0,14
000000000000512,99.99,20.4,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,20.7,124.44,5.5,6.1,0.0,30
000000000000513,99.99,7.9,0,0.0,0.0,2.4,2.4,7.3,11.7,99.99,H,7.14,H,9.8,0.0,7.3,256.23,17.7,21.9,0.0,30
000000000000514,99.99,16.5,0,0.0,0.0,0.2,0.2,16.5,17.5,99.99,H,4.42,H,1.7,0.0,16.5,411.25,21.9,23.5,0.0,38
000000000000524,99.99,13.4,0,0.0,0.0,0.2,0.2,13.4,14.4,99.99,H,7.71,H,1.5,2.7,13.4,966.24,20.7,67.1,0.0,11
000000000000526,99.99,11.0,0,0.0,0.0,1.2,0.2,9.3,12.1,99.99,H,4.37,H,0.8,2.7,9.3,675.18,18.3,55.8,0.0,14
000000000000531,99.99,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,4.9,148.2,19.5,19.5,0.0,55
000000000000533,5.49,12.2,1,0.0,0.0,0.2,0.2,12.3,13.6,5.49,H,4.62,H,1.0,1.0,12.3,3329.28,41.1,244.8,0.0,99
000000000000535,4.44,12.2,1,999.7,9999.9,2.3,2.3,12.4,13.0,4.44,R,7.32,H,10.3,0.0,12.4,4838.6,237.7,372.2,0.0,99
000000000000538,99.99,11.6,0,0.0,0.0,0.2,0.2,11.6,14.6,99.99,H,5.43,H,3.0,1.1,11.9,951.92,64.0,65.2,0.0,15
000000000000539,99.99,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,18.0,142.2,7.9,7.9,0.0,35
000000000000547,99.99,18.3,0,0.0,0.0,0.2,0.2,18.3,19.5,99.99,H,4.37,H,21.3,0.0,8.9,1544.4,19.8,79.2,0.0,20
000000000000548,99.99,23.2,0,0.0,0.0,0.2,0.2,23.1,24.8,99.99,H,4.29,H,3.0,3.2,23.2,1783.12,24.1,71.9,0.0,60
000000000000549,99.99,24.4,0,0.0,0.0,0.2,0.2,25.5,26.1,99.99,H,4.57,H,2.1,0.0,26.8,310.59,10.7,11.9,0.0,17
000000000000550,99.99,27.4,0,0.0,0.0,0.2,0.2,27.4,29.3,99.99,H,4.5,H,6.0,0.0,15.2,1429.84,25.9,48.8,0.0,28
000000000000551,99.99,12.5,0,0.0,0.0,0.2,0.2,12.5,29.0,99.99,H,4.34,H,2.4,0.0,12.5,1467.4,21.3,50.6,0.0,45
000000000000552,99.99,26.8,0,0.0,0.0,0.2,0.2,26.8,27.1,99.99,H,4.85,H,10.1,2.7,26.8,1157.17,21.3,42.7,0.0,0
000000000000555,99.99,23.2,0,0.0,0.0,0.2,1.1,23.2,25.9,99.99,H,4.62,H,1.1,1.1,23.2,1183.63,26.5,45.7,0.0,14
000000000000557,99.99,27.4,0,0.0,0.0,0.2,0.2,27.7,28.8,99.99,H,4.27,H,9.5,0.0,14.3,938.88,14.9,32.6,0.0,0
000000000000565,99.99,9.8,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,13.4,86.24,8.8,8.8,0.0,45
000000000000566,99.99,19.8,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,19.8,235.62,11.9,11.9,0.0,24
000000000000570,99.99,15.2,1,0.0,0.0,1.7,1.7,15.2,20.0,99.99,H,4.69,H,2.6,2.6,15.2,920.0,24.1,46.0,0.0,7
000000000000572,99.99,12.8,0,0.0,0.0,0.2,0.2,12.8,13.9,99.99,H,4.38,H,3.7,1.8,12.8,389.2,28.0,28.0,0.0,25
000000000000580,99.99,8.2,1,0.0,0.0,0.2,0.2,11.6,12.7,99.99,H,4.24,H,1.8,0.0,11.6,294.64,21.9,23.2,0.0,99
000000000000582,99.99,11.0,0,0.0,0.0,0.2,0.2,10.9,12.0,99.99,H,6.63,H,3.0,11.0,10.9,117.6,9.1,9.8,0.0,17
000000000000583,99.99,8.5,0,0.0,0.0,0.2,0.2,8.8,9.9,99.99,H,4.34,H,0.3,0.0,8.8,829.62,30.5,83.8,0.0,99
000000000000584,99.99,22.3,1,0.0,0.0,0.2,0.2,22.3,23.4,99.99,H,4.34,H,1.1,3.2,10.9,428.22,17.1,18.3,0.0,41
000000000000594,99.99,12.2,0,0.0,0.0,0.1,0.1,12.2,13.3,99.99,H,4.34,H,4.0,0.0,12.2,1589.35,36.6,119.5,0.0,99
000000000000598,99.99,8.2,0,0.0,0.0,0.1,0.1,7.3,10.8,99.99,H,5.12,H,99.9,99.9,7.3,2883.6,36.0,267.0,0.0,99
000000000000599,99.99,9.8,1,0.0,0.0,0.2,0.2,9.8,10.6,99.99,H,4.47,H,0.6,0.0,5.5,3379.28,31.1,318.8,0.0,99
000000000000600,99.99,16.2,0,0.0,0.0,0.0,0.0,16.2,16.8,99.99,H,6.93,H,0.6,0.0,16.2,619.92,13.1,36.9,0.0,0
000000000000603,99.99,15.2,0,0.0,0.0,0.2,0.2,15.2,16.1,99.99,H,10.67,H,2.0,0.0,14.6,764.75,18.9,47.5,0.0,0
000000000000605,99.99,11.0,0,0.0,0.0,0.2,0.2,11.0,12.2,99.99,H,10.67,H,3.7,0.0,11.0,1941.02,29.3,159.1,0.0,20
000000000000607,99.99,11.0,0,0.0,0.0,0.2,0.2,11.1,11.9,99.99,H,12.19,H,1.7,0.0,11.1,2067.03,29.9,173.7,0.0,20
000000000000610,99.99,15.2,0,0.0,0.0,0.0,0.0,15.2,16.5,99.99,H,5.08,H,2.0,0.0,15.2,473.55,27.4,28.7,0.0,0
000000000000612,99.99,11.3,0,0.0,0.0,0.2,0.2,11.1,11.9,99.99,H,12.19,H,2.0,0.0,11.1,573.58,15.5,48.2,0.0,9
000000000000614,99.99,11.0,0,0.0,0.0,0.6,0.2,10.4,11.9,99.99,H,5.97,H,3.7,0.0,10.4,210.63,15.2,17.7,0.0,10
000000000000615,99.99,10.7,0,0.0,0.0,0.2,0.2,10.7,11.9,99.99,H,5.46,H,0.3,0.0,10.4,1135.26,22.9,95.4,0.0,99
000000000000617,99.99,11.0,0,0.0,0.0,0.6,0.2,10.4,11.9,99.99,H,4.65,H,3.7,0.0,10.4,210.63,15.2,17.7,0.0,5
000000000000618,99.99,9.8,0,0.0,0.0,0.2,0.2,9.9,11.0,99.99,H,4.42,H,0.3,0.0,8.5,1052.7,22.9,95.7,0.0,99
000000000000619,99.99,10.4,0,0.0,0.0,0.2,0.2,10.8,11.9,99.99,H,5.39,H,0.9,0.0,10.8,467.67,18.9,39.3,0.0,30
000000000000620,99.99,10.4,0,0.0,0.0,0.2,0.2,10.8,11.9,99.99,H,4.37,H,1.4,0.0,10.8,816.34,24.7,68.6,0.0,13
000000000000621,99.99,14.3,0,0.0,0.0,0.2,0.2,14.5,15.5,99.99,H,4.5,H,0.9,0.0,14.5,613.8,18.9,39.6,0.0,30
000000000000622,99.99,14.3,0,0.0,0.0,0.2,0.2,14.5,15.5,99.99,H,4.58,H,1.2,0.0,14.5,1086.55,25.3,70.1,0.0,13
000000000000624,99.99,13.4,0,0.0,0.0,1.5,0.5,13.4,16.2,99.99,H,4.57,H,12.3,25.0,13.4,1234.44,23.8,76.2,0.0,0
000000000000625,99.99,15.5,0,0.0,0.0,0.2,0.2,15.6,16.9,99.99,H,4.57,H,99.9,0.0,15.6,900.77,25.6,53.3,0.0,35
000000000000626,99.99,12.8,0,0.0,0.0,0.2,0.2,12.0,13.2,99.99,H,4.82,H,99.9,0.0,12.1,752.4,27.7,57.0,0.0,39
000000000000627,99.99,12.2,0,0.0,0.0,0.2,0.2,11.7,13.0,99.99,H,7.34,H,2.7,0.0,11.7,959.4,25.0,73.8,0.0,36
000000000000628,99.99,15.2,0,0.0,0.0,0.2,0.2,15.4,16.6,99.99,H,4.44,H,2.1,0.0,15.2,921.3,18.9,55.5,0.0,28
000000000000629,99.99,12.2,0,0.0,0.0,0.2,0.2,9.0,10.2,99.99,H,6.45,H,99.9,0.0,9.0,3379.26,93.3,331.3,0.0,99
000000000000630,99.99,11.9,0,0.0,0.0,0.2,0.2,12.5,13.3,99.99,H,7.03,H,2.7,0.0,12.5,579.88,16.8,43.6,0.0,10
000000000000631,99.99,12.2,0,0.0,0.0,0.2,0.2,9.0,10.2,99.99,H,6.45,H,0.0,0.0,9.0,3084.48,93.3,302.4,0.0,99
000000000000632,99.99,11.9,0,0.0,0.0,0.2,0.2,12.5,13.3,99.99,H,7.21,H,2.7,0.0,12.5,579.88,16.8,43.6,0.0,10
000000000000633,99.99,13.4,0,0.0,0.0,0.2,0.2,14.6,15.4,99.99,N,0.0,N,0.0,0.0,14.6,825.44,22.9,53.6,0.0,17
000000000000634,99.99,13.4,0,0.0,0.0,0.2,0.2,12.0,13.2,99.99,H,4.57,H,29.5,99.9,12.0,764.28,33.5,57.9,0.0,45
000000000000635,99.99,12.8,0,0.0,0.0,0.2,0.2,11.9,13.2,99.99,N,0.0,N,0.0,0.0,11.9,707.52,22.9,53.6,0.0,30
000000000000636,99.99,14.9,0,0.0,0.0,0.2,0.2,12.0,13.2,99.99,H,5.08,H,2.7,99.9,12.0,764.28,33.2,57.9,0.0,45
000000000000637,99.99,17.7,0,0.0,0.0,0.2,0.2,16.7,17.7,99.99,H,5.61,H,12.0,6.0,11.7,1008.9,34.7,57.0,0.0,0
000000000000639,99.99,12.5,0,0.0,0.0,0.2,0.2,11.7,13.0,99.99,H,5.21,H,3.7,0.9,11.7,776.1,34.7,59.7,0.0,0
000000000000640,99.99,17.1,0,0.0,0.0,0.3,0.3,16.7,17.7,99.99,H,4.72,H,1.5,1.5,11.7,603.57,13.7,34.1,0.0,0
000000000000642,99.99,12.2,0,0.0,0.0,0.2,0.2,11.7,13.0,99.99,H,4.67,H,1.2,1.2,11.7,451.1,13.4,34.7,0.0,0
000000000000644,99.99,12.8,0,0.0,0.0,0.2,0.2,12.2,13.4,99.99,H,19.25,H,8.0,99.9,12.2,1331.96,49.4,99.4,0.0,9
000000000000645,99.99,12.8,0,0.0,0.0,0.2,0.2,12.2,13.4,99.99,H,18.21,H,8.0,0.0,12.2,1331.96,49.4,99.4,0.0,9
000000000000646,99.99,12.8,0,0.0,0.0,0.2,0.2,12.2,13.4,99.99,H,11.99,H,14.0,0.0,12.2,1813.02,37.5,135.3,0.0,39
000000000000647,99.99,16.5,0,0.0,0.0,0.2,0.2,15.8,17.1,99.99,H,11.13,H,14.0,0.0,15.8,2293.11,36.9,134.1,0.0,39
000000000000648,99.99,37.8,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,30.4,404.46,10.7,10.7,0.0,0
000000000000649,99.99,12.8,0,0.0,0.0,0.2,0.2,12.8,13.7,99.99,H,5.18,H,3.7,0.0,12.8,634.31,31.1,46.3,0.0,13
000000000000650,99.99,20.7,0,0.0,0.0,0.2,0.2,20.7,21.6,99.99,H,5.76,H,3.7,0.0,20.7,1000.08,31.1,46.3,0.0,10
000000000000652,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.4,99.99,H,4.67,H,3.0,0.0,12.2,624.44,25.6,46.6,0.0,0
000000000000653,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.4,99.99,H,4.29,H,3.0,0.0,12.2,624.44,25.9,46.6,0.0,0
000000000000654,99.99,11.9,0,0.0,0.0,0.2,0.2,11.9,13.2,99.99,H,4.5,H,3.0,0.0,12.1,1363.56,28.0,103.3,0.0,45
000000000000655,99.99,11.9,0,0.0,0.0,0.2,0.2,11.9,13.2,99.99,H,6.55,H,3.0,0.0,12.1,1469.16,32.6,111.3,0.0,45
000000000000656,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.4,99.99,H,5.46,H,4.9,0.0,12.2,939.34,38.1,70.1,0.0,10
000000000000657,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.4,99.99,H,4.6,H,4.9,0.0,12.2,899.14,38.1,67.1,0.0,10
000000000000673,99.99,12.2,0,0.0,0.0,0.0,2.0,12.2,17.1,99.99,H,5.18,H,3.0,0.0,12.2,302.67,16.5,17.7,0.0,17
000000000000674,99.99,14.6,0,0.0,0.0,1.5,1.5,14.6,19.5,99.99,H,15.85,H,0.0,10.7,14.6,9057.75,140.2,464.5,0.0,0
000000000000675,99.99,17.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,H,5.94,H,0.0,0.3,17.7,215.94,12.2,12.2,0.0,22
000000000000676,99.99,17.7,0,0.0,0.0,0.2,0.2,17.7,18.6,99.99,H,4.44,H,3.0,0.0,17.7,810.96,18.3,43.6,0.0,20
000000000000684,8.53,8.5,0,0.0,0.0,1.6,1.6,8.5,10.0,8.13,H,5.66,H,26.9,0.0,8.5,3603.0,128.0,360.3,0.0,99
000000000000685,99.99,19.8,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,19.8,150.48,7.6,7.6,0.0,30
000000000000686,99.99,9.8,0,0.0,0.0,0.0,0.0,7.3,7.9,99.99,N,0.0,N,0.0,0.0,7.3,48.19,5.5,6.1,0.0,0
000000000000689,99.99,30.5,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,15.8,427.0,7.0,14.0,0.0,30
000000000000690,99.99,30.5,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,15.8,427.0,7.0,14.0,0.0,45
000000000000691,99.99,14.6,0,0.0,0.0,0.2,1.5,14.6,17.7,99.99,N,0.0,N,0.0,0.0,14.6,716.85,38.7,40.5,0.0,0
000000000000695,99.99,9.1,0,0.0,0.0,1.7,0.2,9.1,12.2,99.99,N,0.0,N,0.0,0.0,9.1,308.66,24.7,25.3,0.0,0
000000000000698,99.99,15.8,0,0.0,0.0,1.5,1.5,15.8,19.7,99.99,N,0.0,N,0.0,0.0,14.6,797.85,39.6,40.5,0.0,15
000000000000701,99.99,9.1,0,0.0,0.0,0.6,1.5,9.1,12.0,99.99,N,0.0,N,0.0,0.0,9.1,1342.8,21.6,111.9,0.0,30
000000000000703,99.99,22.6,0,0.0,0.0,1.8,2.4,30.4,52.4,99.99,R,6.92,R,0.0,0.0,30.4,607.84,10.7,11.6,0.0,45
000000000000704,99.99,11.0,0,0.0,0.0,1.8,0.2,8.5,11.4,99.99,N,0.0,N,0.0,0.0,8.5,1206.12,44.5,105.8,0.0,45
000000000000708,99.99,20.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,10.1,132.48,6.4,6.4,0.0,45
000000000000712,6.0,16.2,0,538.0,484.3,2.2,0.0,16.3,17.4,5.64,H,4.48,H,0.2,0.0,7.9,7965.72,137.2,457.8,0.0,0
000000000000718,99.99,8.2,1,0.0,0.0,0.2,0.2,8.4,9.6,99.99,H,7.92,H,0.9,0.0,8.4,263.04,26.5,27.4,0.0,30
000000000000721,99.99,19.5,0,0.0,0.0,0.2,1.7,19.5,21.9,99.99,N,0.0,N,0.0,0.0,19.5,593.49,26.5,27.1,0.0,0
000000000000723,99.99,19.5,0,0.0,0.0,0.1,0.1,19.5,20.4,99.99,N,0.0,N,0.0,0.0,19.5,167.28,7.6,8.2,0.0,29
000000000000724,99.99,19.5,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,7.3,154.05,7.9,7.9,0.0,30
000000000000725,99.99,19.5,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,7.3,165.75,8.5,8.5,0.0,30
000000000000727,99.99,19.5,0,0.0,0.0,0.1,0.1,19.5,20.4,99.99,N,0.0,N,0.0,0.0,19.5,185.64,8.5,9.1,0.0,30
000000000000728,99.99,19.5,0,0.0,0.0,0.0,0.0,19.5,20.1,99.99,N,0.0,N,0.0,0.0,19.5,176.88,7.9,8.8,0.0,30
000000000000729,99.99,15.8,0,0.0,0.0,0.0,1.1,15.8,18.3,99.99,N,0.0,N,0.0,0.0,15.8,144.57,7.0,7.9,0.0,35
000000000000730,99.99,18.9,0,0.0,0.0,0.0,1.4,15.8,18.3,99.99,N,0.0,N,0.0,0.0,18.9,155.55,7.6,8.5,0.0,20
000000000000731,99.99,16.5,0,0.0,0.0,1.5,1.5,15.7,21.5,99.99,H,4.4,H,2.1,0.2,15.7,470.85,20.7,21.9,0.0,0
000000000000738,99.99,14.0,0,0.0,0.0,1.5,2.9,14.0,18.6,99.99,N,0.0,N,0.0,0.0,14.0,340.38,16.8,18.3,0.0,45
000000000000739,99.99,15.8,0,0.0,0.0,2.4,2.4,15.8,21.9,99.99,N,0.0,N,0.0,0.0,15.8,332.88,13.7,15.2,0.0,45
000000000000751,99.99,21.3,0,0.0,0.0,1.5,1.5,18.3,22.1,99.99,N,0.0,N,0.0,0.0,18.3,1312.74,28.3,59.4,0.0,11
000000000000753,99.99,8.5,0,0.0,0.0,1.5,0.9,8.5,10.4,99.99,N,0.0,N,0.0,0.0,7.3,136.24,10.1,13.1,0.0,0
000000000000754,99.99,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,24.8,254.8,9.1,9.1,0.0,0
000000000000755,99.99,10.1,0,0.0,0.0,1.2,0.2,8.5,11.1,99.99,H,7.54,H,9.0,0.0,8.5,1336.44,26.8,120.4,0.0,99
000000000000761,99.99,21.9,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,10.8,140.16,6.4,6.4,0.0,50
000000000000763,30.18,15.2,0,0.0,0.0,2.4,0.2,14.8,14.8,99.99,N,0.0,N,0.0,0.0,14.8,158.36,10.7,10.7,0.0,0
000000000000765,99.99,11.0,0,0.0,0.0,3.3,3.3,14.6,18.0,99.99,N,0.0,N,0.0,0.0,9.9,340.2,17.7,18.9,0.0,45
000000000000768,99.99,12.2,0,0.0,0.0,0.2,1.2,12.2,14.8,99.99,R,7.21,H,0.0,0.0,12.2,3090.24,65.5,208.8,0.0,12
000000000000776,99.99,25.6,0,0.0,0.0,1.2,0.2,25.6,29.3,99.99,H,4.47,H,3.3,0.0,12.2,2716.11,31.7,92.7,0.0,10
000000000000786,30.18,18.6,0,0.0,0.0,0.2,0.2,18.7,19.7,99.99,H,7.54,H,12.0,0.0,18.7,3362.79,65.2,170.7,0.0,23
000000000000787,30.18,15.2,0,0.0,0.0,0.2,0.2,15.3,16.4,99.99,H,8.08,H,12.0,0.0,15.3,2753.56,64.0,167.9,0.0,28
000000000000798,99.99,13.4,0,0.0,0.0,0.2,0.2,13.4,14.5,99.99,H,16.15,H,99.9,99.9,12.2,1392.0,47.2,96.0,0.0,17
000000000000801,99.99,16.2,1,0.0,0.0,0.2,0.2,10.1,11.1,99.99,H,4.65,H,1.0,0.4,10.1,4374.51,32.6,394.1,0.0,99
000000000000803,99.99,18.3,0,0.0,0.0,0.2,0.2,0.0,0.0,99.99,H,4.55,H,0.6,0.9,12.2,190.32,10.4,10.4,0.0,60
000000000000804,4.85,15.8,1,0.0,0.0,0.2,0.2,9.1,10.2,4.85,H,4.75,H,1.2,0.5,9.1,3584.28,46.9,351.4,0.0,99
000000000000806,99.99,18.0,1,0.0,0.0,0.2,0.2,25.0,26.2,99.99,H,4.62,H,1.0,1.0,16.2,1061.1,39.0,40.5,0.0,20
000000000000809,99.99,19.8,0,0.0,0.0,0.2,0.2,19.9,21.1,99.99,H,4.62,H,3.4,6.2,19.9,605.57,28.0,28.7,0.0,0
000000000000813,99.99,12.2,1,0.0,0.0,0.2,0.2,18.1,19.4,99.99,H,4.47,H,3.3,10.7,18.2,785.7,39.0,40.5,0.0,0
000000000000815,99.99,14.6,1,0.0,0.0,0.2,0.2,15.8,19.5,99.99,H,4.52,H,3.4,6.2,18.3,3720.6,32.0,190.8,0.0,0
000000000000820,99.99,35.7,0,0.0,0.0,0.0,0.0,32.2,36.9,99.99,H,4.7,H,2.7,16.0,15.2,2250.9,30.2,61.0,0.0,0
000000000000824,99.99,15.2,0,0.0,0.0,0.2,0.2,0.0,0.0,99.99,H,5.11,H,0.9,0.9,15.2,129.2,8.5,8.5,0.0,30
000000000000826,99.99,20.7,1,0.0,0.0,0.2,0.2,21.2,23.0,99.99,H,4.44,H,3.0,0.0,10.6,12463.7,48.8,541.9,0.0,99
000000000000827,99.99,12.2,0,0.0,0.0,1.5,0.2,14.9,18.6,99.99,H,12.98,H,10.7,0.0,7.5,2890.44,82.3,155.4,0.0,0
000000000000831,99.99,14.6,0,0.0,0.0,1.5,1.5,14.6,19.1,99.99,N,0.0,H,99.9,0.0,14.6,2270.99,64.0,118.9,0.0,0
000000000000832,99.99,14.6,0,0.0,0.0,1.8,0.2,14.6,17.5,99.99,N,0.0,H,12.2,0.0,14.6,4021.5,88.4,229.8,0.0,0
000000000000833,99.99,14.6,0,0.0,0.0,2.0,2.0,14.6,19.4,99.99,N,0.0,H,10.0,0.0,14.6,1773.16,54.9,91.4,0.0,0
000000000000834,99.99,14.6,0,0.0,0.0,2.1,2.1,14.6,19.4,99.99,H,15.24,H,3.0,0.0,14.6,1330.84,41.1,68.6,0.0,0
000000000000835,99.99,12.2,0,0.0,0.0,2.0,2.0,12.2,17.1,99.99,H,4.82,H,1.8,0.0,12.2,239.4,13.1,14.0,0.0,0
000000000000836,99.99,14.6,0,0.0,0.0,1.6,1.6,14.6,19.4,99.99,H,14.33,H,1.1,0.0,14.6,3724.8,45.7,192.0,0.0,0
000000000000837,99.99,12.2,0,0.0,0.0,2.4,2.4,12.2,17.7,99.99,H,4.6,H,2.6,0.0,12.2,339.84,15.2,19.2,0.0,30
000000000000840,99.99,21.6,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,21.6,138.24,3.0,6.4,0.0,30
000000000000843,99.99,16.2,1,0.0,0.0,0.2,0.2,21.9,23.2,99.99,H,4.19,H,4.6,0.0,21.9,1004.56,42.4,43.3,0.0,10
000000000000844,99.99,35.4,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,30.4,237.18,6.7,6.7,0.0,0
000000000000848,99.99,12.2,0,0.0,0.0,2.4,2.4,12.2,18.3,99.99,H,2.97,H,4.0,0.0,12.2,144.57,7.9,7.9,0.0,0
000000000000849,99.99,20.1,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,H,2.0,0.0,17.1,170.85,8.5,8.5,0.0,0
000000000000850,99.99,20.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,19.5,252.54,12.2,12.2,0.0,0
